morphemes,count
ти,13520
ий,11278
а,7023
н,5697
ува,3447
и,3167
я,2967
о,2558
по,2470
за,2102
к,2086
ен,2018
ов,1420
ви,1411
на,1337
роз,1248
юва,1234
пере,1189
при,1126
і,1055
з,1026
в,977
ся,948
не,936
у,922
с,911
від,880
до,835
про,826
під,816
об,816
ість,721
ну,716
нн,666
л,624
ва,607
ова,588
ин,579
ник,571
ськ,511
ок,430
ч,395
енн,382
лив,359
ик,306
т,293
льн,287
ист,276
ець,270
без,231
ниц,230
от,226
ій,210
ар,209
е,206
ян,201
над,197
ів,194
ат,188
ш,178
оч,177
еньк,175
уват,166
ич,150
ств,144
із,139
ев,137
іш,130
жи,129
іст,121
пис,118
су,112
клад,110
да,109
тяг,107
ор,101
тт,99
би,98
мін,98
напів,98
різ,97
яч,97
ц,97
ли,96
важ,95
вод,92
гор,90
ступ,89
пі,89
пал,88
ан,87
иц,86
зна,85
куп,84
буд,84
вар,83
ер,82
яр,81
яв,80
тв,79
ичн,79
уч,79
мов,78
мір,78
аст,77
из,77
ав,77
ши,76
коп,76
ив,76
ищ,75
роб,75
перед,75
льник,74
літ,73
пів,72
нос,72
каз,71
год,70
йм,70
пад,70
кри,69
ми,69
ї,69
еч,69
руб,68
пар,68
кол,67
ічн,67
ун,66
точ,66
сил,65
одн,65
сі,65
як,64
світ,63
прав,63
кис,63
смі,63
діл,63
хід,63
сип,63
чин,63
гад,62
в’яз,62
сам,62
інн,61
вал,61
ізм,60
оньк,60
люб,60
бр,60
маз,59
сел,59
гляд,59
дв,58
бу,57
ят,57
вір,57
рив,57
твор,57
зне,56
пил,56
повн,56
єн,55
пли,55
став,55
есеньк,55
біл,55
атор,55
гриз,54
рівн,54
пуст,54
зі,54
сад,54
й,53
клас,52
суш,52
мерз,52
леж,52
грі,52
па,52
біг,51
изм,51
їд,51
бир,51
дум,51
аці,51
гни,50
ціл,50
кид,50
добр,49
говор,49
ом,49
лам,49
ряд,49
міш,49
моч,48
пас,48
ход,48
рос,48
цін,48
держ,48
стар,47
лад,47
ак,47
ач,47
альн,46
мир,46
подіб,46
хил,45
тепл,45
вис,45
іт,45
їзд,45
нов,45
пол,45
робл,45
чорн,45
ант,45
нй,44
голос,44
дяг,44
рост,44
ставл,44
мил,44
ков,44
вол,44
садж,44
пуск,44
ал,44
знач,44
плав,44
зл,43
вантаж,43
гол,43
сід,43
плат,43
ста,43
ки,43
мал,43
кат,43
гр,42
рід,42
мот,42
ивн,42
пит,42
руч,42
аж,41
ниць,41
ду,41
стріл,40
юч,40
ясн,40
рад,40
квіт,40
чу,39
им,39
обі,39
люд,39
топт,39
верх,38
повз,38
їждж,38
част,38
ку,38
лом,38
воз,38
ді,38
чищ,38
гон,38
трим,38
ацій,38
слід,38
душ,38
вид,38
холод,37
кресл,37
б,37
сол,37
чит,37
шук,37
тих,37
обез,37
ри,37
лег,37
крут,37
ісіньк,37
гас,37
круч,37
ур,37
чист,36
ман,36
нич,36
ґрунт,36
коч,36
мор,36
кос,36
жар,36
рв,36
аль,36
чик,35
правл,35
віль,35
прод,35
кач,35
міт,35
тверд,35
стиг,35
ліч,35
мок,35
жов,35
дріб,35
кут,34
рах,34
ліс,34
нес,34
верт,34
сік,34
дар,34
кон,34
пре,34
пин,34
сл,34
гн,34
луч,34
кле,34
вч,34
бій,34
та,34
вез,33
ган,33
жал,33
м’як,33
служ,33
тон,33
ін,33
віш,33
круг,33
мер,33
мовл,33
ляг,32
гин,32
молоч,32
нім,32
лік,32
тиск,32
дал,32
крив,32
тк,32
яст,31
род,31
молод,31
мур,31
кот,31
різн,31
тель,31
хвал,31
плут,31
крас,31
мет,31
ліз,31
тяж,31
попо,30
суд,30
стел,30
проти,30
ир,30
горт,30
багат,30
низ,30
віді,30
сох,30
прост,29
клик,29
кур,29
недо,29
кус,29
довб,29
пра,29
льниц,29
бач,29
щип,29
во,29
пер,29
жир,29
смаж,29
тир,29
ві,29
іч,28
бор,28
верш,28
час,28
лаз,28
річ,28
вин,28
х,28
бід,27
тем,27
кінч,27
дир,27
земл,27
меж,27
розум,27
дур,27
єдн,27
об’,27
йня,27
бір,27
пух,27
смал,27
дих,27
нош,27
зу,27
он,27
фік,27
десят,27
дій,27
тр,26
пек,26
лист,26
форм,26
скак,26
муч,26
руш,26
кріпл,26
мереж,26
хмар,26
шир,26
риб,26
чіпл,26
тул,26
молот,26
див,26
вед,26
клеп,26
тес,26
плач,25
топл,25
спі,25
сто,25
г,25
мащ,25
кош,25
довг,25
хліб,25
іс,25
чес,25
крад,25
туп,25
ломл,25
центр,25
кров,25
хов,25
лиз,25
кип,24
міст,24
бур,24
віз,24
терп,24
спів,24
борон,24
труд,24
уз,24
піді,24
єць,24
кор,24
чар,24
пор,24
слух,24
в’я,24
мороз,24
пи,24
смокт,24
роз’,24
сид,23
городж,23
сап,23
прі,23
корч,23
з’,23
родж,23
рис,23
бол,23
сум,23
шар,23
тер,23
струг,23
кра,23
мах,23
зв,23
кріп,23
повід,23
числ,23
готов,23
тин,23
син,23
дол,23
корен,23
гір,23
зуб,23
ет,23
тис,23
прям,23
гостр,23
ощ,22
ону,22
довж,22
трав,22
корот,22
ліп,22
стій,22
гул,22
тріп,22
вихов,22
мощ,22
віс,22
вітр,22
ім,22
горд,21
горб,21
лип,21
раз,21
стриб,21
слаб,21
глиб,21
кам,21
зрі,21
поряд,21
плет,21
ковз,21
лк,21
хопл,21
ік,21
множ,21
міс,21
шан,21
рощ,21
друж,21
ліпл,21
де,21
фарб,21
тн,21
стук,21
лущ,21
ит,21
морож,21
глад,21
мовч,21
слов,20
луп,20
брат,20
клин,20
план,20
печ,20
електр,20
изн,20
зир,20
маст,20
тан,20
стриг,20
рядж,20
багр,20
весел,20
город,20
хвил,20
інь,20
береж,20
тік,20
том,20
голов,20
пізн,20
лис,20
шум,20
толоч,20
переч,20
ваг,20
плод,20
крил,20
правд,19
мен,19
ес,19
ць,19
пак,19
давл,19
господ,19
сих,19
січ,19
тьм,19
вер,19
ключ,19
давн,19
черп,19
плак,19
сир,19
мин,19
хит,19
дн,19
лож,19
солод,19
ай,19
зелен,19
кап,19
міщ,19
най,19
біль,19
грим,19
лат,19
здоров,19
п’ят,19
норм,19
серед,19
граф,19
серд,19
овит,18
ент,18
пущ,18
лл,18
тек,18
порожн,18
ходж,18
тряс,18
лов,18
сліп,18
сук,18
плес,18
поза,18
міч,18
сух,18
зо,18
пих,18
зем,18
мост,18
коло,18
колис,18
свердл,18
дерев,18
мисл,18
м,18
зив,18
лед,18
загаль,18
пут,18
маль,18
лагодж,18
туман,18
глуш,18
груб,18
печат,18
купл,18
певн,18
мороч,18
мож,18
лог,18
тя,18
зор,18
дряп,18
друк,18
тіш,18
вес,18
єм,18
трат,18
смик,17
овин,17
томл,17
їс,17
жа,17
ловл,17
сов,17
дб,17
кар,17
бовт,17
мудр,17
волоч,17
блиск,17
ух,17
україн,17
годж,17
монт,17
силь,17
м’я,17
гладж,17
жер,17
скл,17
тін,17
хорон,17
кляк,17
розі,17
дер,17
плеск,17
червон,17
чуд,17
пряг,17
вел,17
сп,17
пх,17
карб,17
хитр,17
єв,17
діль,17
рук,17
ма,17
пряд,17
юк,17
трив,17
топ,17
рят,17
явл,17
вадж,17
гран,17
вл,17
штовх,16
лет,16
мул,16
громад,16
збро,16
бав,16
плавл,16
зим,16
ден,16
гус,16
марн,16
балак,16
шкод,16
міц,16
мик,16
пт,16
рух,16
мел,16
мог,16
тісн,16
голош,16
товст,16
голуб,16
вираз,16
віч,16
чіс,16
иськ,16
гаряч,16
дит,16
крик,16
ний,16
сорт,16
стат,16
строч,16
торг,16
студ,16
скуб,16
судж,16
турб,16
дуж,16
гін,16
чеп,16
перш,16
трус,16
смол,16
прас,16
готовл,16
кривл,15
шарп,15
ль,15
новл,15
прац,15
прох,15
ень,15
кох,15
лют,15
між,15
член,15
холодж,15
го,15
туш,15
корист,15
холо,15
сидж,15
густ,15
біч,15
пруж,15
перез,15
підо,15
тик,15
куш,15
скор,15
дуб,15
хмур,15
тріск,15
щад,15
криш,15
зич,15
золот,15
хап,15
сніж,15
мовк,15
пам’ят,15
пан,15
ем,15
уш,15
плід,15
ніж,15
скоч,15
труш,15
христ,15
сит,15
волос,15
прош,15
хрест,15
вида,15
свіж,15
сір,15
губ,15
снов,15
страх,15
ячк,15
дим,14
струн,14
шпил,14
плям,14
щас,14
гід,14
наді,14
щіль,14
лів,14
мес,14
пах,14
хлюп,14
стеж,14
ниж,14
ка,14
річч,14
водж,14
кам’,14
годин,14
стил,14
зерн,14
скрип,14
слуг,14
трач,14
колих,14
їх,14
колос,14
груп,14
вн,14
морщ,14
порош,14
сот,14
ран,14
біж,14
пряж,14
рік,14
их,14
др,14
пр,14
міл,14
товк,14
трен,14
звуч,14
унок,14
сяг,14
сирот,14
слав,14
орган,14
пир,14
пік,14
страш,14
дав,14
свят,14
вад,14
цід,14
твердж,14
груз,14
лиш,14
ляк,14
мк,14
мат,14
стан,14
літт,14
швид,14
гно,14
бо,14
гля,13
шкір,13
характер,13
тупл,13
краш,13
овн,13
жн,13
руд,13
дом,13
сін,13
инн,13
цідж,13
дзвон,13
сув,13
гост,13
жарт,13
клон,13
довол,13
івл,13
слон,13
глух,13
цвіт,13
обід,13
тл,13
ріш,13
прос,13
іж,13
свіч,13
свист,13
морг,13
сторон,13
муж,13
чіп,13
мандр,13
віт,13
власн,13
крап,13
прия,13
волод,13
лупл,13
закон,13
тиш,13
ущ,13
зр,13
полох,13
очк,13
їз,13
гвинч,13
один,13
викон,13
паль,13
гук,13
губл,13
гріб,13
греб,13
мас,13
кип’,13
вугл,13
славл,13
сіс,13
авл,12
тел,12
перч,12
корін,12
лоб,12
кер,12
поган,12
мірк,12
тривож,12
ре,12
колуп,12
щин,12
говір,12
реч,12
хвор,12
ей,12
хоп,12
ня,12
особ,12
срібл,12
метал,12
шовк,12
кро,12
бух,12
волок,12
благ,12
ближ,12
колон,12
нюх,12
щепл,12
муш,12
забу,12
рж,12
вечір,12
що,12
чотир,12
хвост,12
дзьоб,12
хиль,12
тіл,12
колот,12
лін,12
ворот,12
почи,12
вік,12
ац,12
проб,12
ласк,12
лап,12
комплект,12
плиг,12
крапл,12
пест,12
дорож,12
лашт,12
вик,12
дивл,12
бавл,12
йд,12
гурт,12
карт,12
механ,12
бож,12
клей,12
він,12
пуш,12
весн,12
смуг,12
жах,12
економ,12
гроз,12
граб,12
шнур,12
раж,12
ст,11
гарб,11
ворож,11
варт,11
ладж,11
ціль,11
гнів,11
жебр,11
стражд,11
круж,11
жин,11
порох,11
ко,11
народ,11
лак,11
волож,11
промін,11
прес,11
передж,11
пліт,11
кущ,11
метр,11
хрип,11
верст,11
езн,11
лагод,11
щир,11
шест,11
ір,11
моло,11
голод,11
кіль,11
щул,11
полоск,11
ком,11
дич,11
сив,11
нерв,11
сипл,11
глин,11
тру,11
ляп,11
істор,11
гар,11
туж,11
шліф,11
тур,11
ост,11
віднос,11
бризк,11
ань,11
теле,11
маг,11
тух,11
сіп,11
тіп,11
мотор,11
м’яс,11
бри,11
верб,11
драз,11
хоч,11
дешев,11
млі,11
чуж,11
квас,11
кваш,11
гірк,11
ча,11
нищ,11
спіль,11
мрі,11
тям,11
періз,11
аш,11
миг,11
під’,11
стро,11
круп,11
ек,11
худ,11
любл,10
драт,10
пись,10
дів,10
арн,10
черк,10
дик,10
стерег,10
струм,10
кля,10
рог,10
кіст,10
кост,10
сором,10
цукр,10
відповід,10
влад,10
гид,10
кльов,10
мокр,10
чепл,10
брес,10
баж,10
смут,10
місяч,10
сторож,10
сво,10
сич,10
стебл,10
омл,10
сніг,10
травл,10
програм,10
проект,10
плющ,10
взаєм,10
баг,10
гур,10
шпар,10
адрес,10
брод,10
кант,10
вич,10
порт,10
радіо,10
торк,10
каліч,10
лас,10
після,10
хот,10
щебет,10
шерст,10
є,10
лес,10
волік,10
зір,10
шкодж,10
там,10
сліпл,10
опер,10
комбін,10
ціп,10
фраз,10
хваст,10
гомон,10
солодж,10
стрі,10
поро,10
блуд,10
мебл,10
мед,10
кристал,10
крич,10
гвинт,10
пір,10
пін,10
уда,10
йом,10
вищ,10
чах,10
п’ян,10
свар,10
свяч,10
низь,10
ірж,10
іскр,10
юг,10
контр,10
продукт,10
культур,10
гніт,10
стал,10
стриж,10
жад,10
жв,10
їст,10
ліній,10
стереж,10
захис,10
овл,10
такт,10
блід,10
дійсн,10
дір,10
морд,10
копч,10
ніч,10
подоб,10
рож,10
бас,10
газ,10
дикт,10
льод,10
то,9
натур,9
в'яз,9
клуб,9
колоч,9
коз,9
кашл,9
гарт,9
вощ,9
тай,9
смак,9
стос,9
машин,9
матері,9
будж,9
короч,9
деклам,9
кас,9
звір,9
кір,9
щеп,9
свин,9
наці,9
мерк,9
мол,9
барв,9
дроб,9
дрім,9
піт,9
товщ,9
щіп,9
удар,9
віщ,9
ад,9
хорош,9
мотив,9
хваль,9
їн,9
скал,9
хазяй,9
крол,9
день,9
ю,9
ріст,9
екс,9
піч,9
критик,9
пласт,9
сс,9
тич,9
шал,9
горл,9
четв,9
слабл,9
прощ,9
цві,9
двір,9
вихр,9
дорог,9
лав,9
лабуз,9
чепур,9
чавл,9
покій,9
кух,9
край,9
вой,9
орієнт,9
організ,9
аць,9
маск,9
букв,9
звук,9
зворуш,9
щедр,9
козач,9
свідч,9
їж,9
природ,9
мігр,9
гойд,9
приск,9
двиг,9
глибл,9
дощ,9
рам,8
івн,8
пломб,8
брех,8
сон,8
рип,8
хрещ,8
штукатур,8
квалі,8
команд,8
причин,8
палах,8
яг,8
кіно,8
стромл,8
золоч,8
гущ,8
лих,8
компост,8
чек,8
копт,8
прн,8
туг,8
нур,8
гарн,8
єдин,8
магніч,8
добу,8
втор,8
конспір,8
берег,8
онал,8
кліт,8
авто,8
ковт,8
обов’яз,8
ні,8
свідом,8
морал,8
присяг,8
трощ,8
ног,8
шеп,8
вівч,8
мобіл,8
бруд,8
громадж,8
актив,8
лощ,8
шморг,8
гаш,8
шкряб,8
праць,8
школ,8
тип,8
гань,8
фільтр,8
яцій,8
кум,8
партій,8
кін,8
лісс,8
цвіс,8
жил,8
комір,8
стовп,8
тіс,8
хвиль,8
базік,8
пояс,8
бунт,8
груд,8
вій,8
смисл,8
корект,8
курс,8
екзамен,8
скарж,8
сідл,8
мілітар,8
вві,8
факт,8
стін,8
вечер,8
хиб,8
луск,8
кул,8
мл,8
ток,8
товч,8
фас,8
валь,8
брид,8
ющ,8
труб,8
стеріг,8
ший,8
повст,8
торох,8
слиз,8
слідж,8
цемент,8
бадьор,8
криж,8
жур,8
ош,8
гам,8
рідж,8
сис,8
різь,8
скуп,8
поло,8
пук,8
пряс,8
кіс,8
прямл,8
держав,8
полі,8
кучер,8
полк,8
нафт,8
льон,8
мак,7
церемон,7
кільч,7
кож,7
код,7
харч,7
смерт,7
ум,7
жен,7
фігур,7
картон,7
сурм,7
надж,7
досконал,7
контроль,7
фур,7
екран,7
лагід,7
лош,7
канон,7
щіл,7
драж,7
вікон,7
трут,7
метод,7
гат,7
твар,7
дзвін,7
зов,7
якіс,7
байдуж,7
корон,7
шв,7
театр,7
балот,7
вібр,7
вабл,7
галуз,7
шик,7
соромл,7
сміл,7
хроп,7
мод,7
ґрат,7
пильн,7
плаз,7
поліск,7
р,7
демократ,7
гром,7
зараж,7
зараз,7
сем,7
брак,7
лещ,7
капітал,7
клю,7
поет,7
крій,7
віст,7
поко,7
нумер,7
близ,7
слів,7
зрад,7
реформ,7
притом,7
убож,7
атлет,7
бок,7
черг,7
корол,7
рум’ян,7
пот,7
бриз,7
двор,7
борк,7
трудж,7
ігр,7
ідеал,7
марин,7
масл,7
потвор,7
воск,7
фабрик,7
щерб,7
чав,7
тороп,7
осл,7
колін,7
козир,7
гніч,7
готівель,7
град,7
кривд,7
бог,7
череп,7
корм,7
сьорб,7
твір,7
лимон,7
в’,7
здат,7
буш,7
ваб,7
злид,7
лукав,7
блук,7
ноч,7
спіл,7
куб,7
танк,7
ечк,7
планер,7
конеч,7
паш,7
анти,7
ливл,7
пав,7
торф,7
мар,7
чис,7
соч,7
модерн,7
дубл,7
гріш,7
перв,7
бетон,7
консерв,7
шмат,7
івель,7
бряз,7
ображ,7
ус,7
чух,7
чад,7
консульт,7
цок,6
магніт,6
абон,6
цікав,6
тх,6
стол,6
образ,6
п,6
книг,6
вузл,6
умов,6
пред,6
фантаз,6
жу,6
зн,6
драм,6
поруш,6
гуд,6
колив,6
крот,6
шарк,6
студж,6
вогн,6
вовч,6
виноград,6
муштр,6
мус,6
корів,6
клін,6
бать,6
обіц,6
чавун,6
чабан,6
фронт,6
манір,6
формл,6
модель,6
млин,6
мч,6
пиш,6
запас,6
полон,6
сокол,6
перепел,6
заяв,6
полотн,6
стогн,6
індивід,6
ілюстр,6
цинк,6
хім,6
таран,6
кудл,6
блок,6
уроч,6
ліквід,6
суч,6
гір’,6
лест,6
боро,6
сусід,6
мелод,6
кукурудз,6
тремт,6
хож,6
черв,6
над’,6
трух,6
провок,6
товп,6
безпеч,6
готу,6
бород,6
земель,6
крих,6
узор,6
нуд,6
кив,6
юсіньк,6
гармон,6
інтриг,6
ворк,6
сорок,6
борщ,6
фінанс,6
гач,6
соб,6
докуч,6
чік,6
ги,6
компон,6
пень,6
килим,6
хор,6
метуш,6
яс,6
пай,6
такс,6
декор,6
штамп,6
пліч,6
плісн,6
так,6
еволюці,6
ордин,6
цар,6
петл,6
персон,6
неб,6
нь,6
атак,6
рек,6
діт,6
комент,6
нав,6
дрот,6
дух,6
черств,6
мораль,6
їзм,6
ни,6
завод,6
чал,6
ох,6
інформ,6
впли,6
вечор,6
его,6
буряк,6
опік,6
смаг,6
слин,6
лиц,6
паспорт,6
стіль,6
табор,6
сяж,6
п’я,6
вус,6
пурх,6
сн,6
дослід,6
терор,6
соп,6
хрес,6
дерев’,6
олен,6
кропл,6
луз,6
кокет,6
ул,6
шкіль,6
цит,6
продук,6
прис,6
плодж,6
ург,6
промен,6
ляск,6
занепад,6
хат,6
кит,6
повіс,6
відрад,6
транспорт,6
ґелґ,6
ґвалт,6
агіт,6
буль,6
лір,6
жмур,6
брід,6
юн,6
луж,6
попел,6
восьм,6
кошт,6
крам,6
дяч,6
дяк,6
особл,6
увач,6
картопл,6
мураш,6
щез,6
дід,6
химер,6
натх,6
книж,6
автор,6
дис,6
мам,6
заліз,6
ганчір,6
гальм,6
майстер,6
мут,6
дніпр,5
хлоп,5
дисциплін,5
пошт,5
чест,5
строк,5
яйц,5
бентеж,5
галас,5
скот,5
слив,5
шпиг,5
сноп,5
лоп,5
лоскот,5
щух,5
клек,5
клич,5
теч,5
свід,5
рош,5
силл,5
клопіт,5
бинт,5
лаком,5
мис,5
миш,5
піск,5
піс,5
піх,5
піш,5
молодж,5
відо,5
крем,5
повідь,5
буден,5
вих,5
гуч,5
популяр,5
луд,5
ятор,5
метеор,5
мий,5
сім,5
гапт,5
нирк,5
атив,5
банк,5
наказ,5
драб,5
кокс,5
парус,5
здобл,5
окуп,5
унк,5
лебед,5
сльоз,5
лун,5
марш,5
демонстр,5
фальш,5
олій,5
бурл,5
від’,5
ель,5
барвл,5
пікет,5
пікір,5
радж,5
стіб,5
труч,5
сут,5
фаз,5
сигнал,5
юх,5
об’єкт,5
фасон,5
янт,5
полос,5
гомін,5
вишн,5
перл,5
сну,5
лик,5
цап,5
гнобл,5
страйк,5
скрег,5
пороч,5
тм,5
аналіз,5
мізк,5
єч,5
лин,5
юват,5
дуд,5
дурман,5
друг,5
фехт,5
болот,5
пруг,5
полтав,5
поль,5
гроб,5
короб,5
псих,5
ферм,5
раб,5
пс,5
хутр,5
острів,5
спл,5
шмаг,5
дерн,5
пропаг,5
боч,5
гиб,5
судн,5
оркестр,5
уві,5
ідей,5
двер,5
руйн,5
досад,5
мисел,5
гіл,5
сиз,5
поміч,5
тороч,5
бос,5
шифр,5
га,5
снащ,5
взя,5
костюм,5
бактер,5
ті,5
ритм,5
шахр,5
клімат,5
мебль,5
спокус,5
ел,5
"ом,",5
шаблон,5
яскр,5
сподів,5
інкуб,5
вапн,5
крат,5
інструкт,5
іб,5
верч,5
знамен,5
щаст,5
змаг,5
наук,5
квит,5
тотож,5
фокус,5
бляк,5
еш,5
ук,5
паскуд,5
піщ,5
романт,5
шев,5
шиб,5
плит,5
плот,5
чол,5
ізол,5
товар,5
квасол,5
трактор,5
шлях,5
маніфест,5
вил,5
концерт,5
коопер,5
шахт,5
хлип,5
сь,5
ого,5
полош,5
озер,5
карлюч,5
спас,5
спеціал,5
уал,5
лиць,5
атом,5
чуб,5
крохмал,5
уряд,5
кульг,5
мозол,5
гній,5
жаб,5
плеч,5
кроп,5
мох,5
иць,5
близь,5
ґав,5
дриж,5
дробл,5
клопот,5
виключ,5
бджол,5
фрез,5
смач,5
ікр,5
палітур,5
топол,5
голів,5
ведмед,5
паразит,5
велич,5
даль,5
тиран,5
тисяч,5
парод,5
дра,5
тінь,5
кобз,5
енк,5
тракт,5
мруж,5
весл,5
розчин,5
гонч,5
захист,5
вʼяз,5
воль,5
котл,5
оберт,5
вс,5
диб,5
ах,5
кишк,5
хабар,5
бистр,5
бл,5
вда,5
беріг,5
верг,5
порс,5
скарб,5
бар,5
барабан,5
гуль,5
яць,5
жолоб,5
лід,5
баз,5
доч,5
голів’,5
грамот,5
комаш,5
кращ,5
вдов,5
глед,5
ціпл,5
хир,5
зубр,5
цибул,5
цивіл,5
циган,5
цикл,5
конверт,5
конденс,5
максим,5
скром,5
сонн,5
корис,5
покут,5
цьк,5
баб,5
бавовн,5
вуд,5
ябл,5
брошур,5
канцеляр,5
буй,5
пір’,5
мст,5
ягід,5
бесід,5
вуз,5
вул,5
стрел,5
трап,5
щуп,5
хворост,5
хиж,5
модел,4
ягн,4
директ,4
ялин,4
ис,4
динам,4
судд,4
праж,4
практик,4
лям,4
мавп,4
публік,4
диплом,4
жд,4
діж,4
товариш,4
принцип,4
хомут,4
княз,4
блим,4
футбол,4
чемн,4
форс,4
квол,4
бой,4
еств,4
ть,4
пищ,4
в’язь,4
заздр,4
димл,4
неч,4
сопіл,4
океан,4
місь,4
рот,4
мерехт,4
маш,4
майор,4
стром,4
собач,4
тіх,4
шпиль,4
сер,4
сепар,4
академ,4
вмі,4
вітч,4
легаль,4
лим,4
лиж,4
лепет,4
мель,4
меліор,4
помаг,4
поляр,4
союз,4
ворс,4
внуч,4
регул,4
латин,4
пільг,4
пілот,4
журнал,4
бріх,4
тьох,4
понук,4
рев,4
перук,4
кінц,4
сват,4
спорт,4
спирт,4
плуг,4
плічч,4
знак,4
мармур,4
літерат,4
щітк,4
щит,4
щетин,4
пірамід,4
відом,4
відмін,4
силос,4
смуч,4
метик,4
лект,4
акурат,4
ащ,4
стаж,4
дзвен,4
рюм,4
гнузд,4
жерд,4
пісоч,4
гіпнот,4
глум,4
глуз,4
лабор,4
республік,4
мід,4
мислив,4
ластів,4
лев,4
клан,4
мщ,4
мітл,4
мініатюр,4
руй,4
голубл,4
жевр,4
ряс,4
ряб,4
сукн,4
тлумач,4
мільйон,4
шлак,4
шквар,4
галуж,4
відер,4
дзеркал,4
сміт,4
пневм,4
племін,4
європ,4
планет,4
культив,4
шаш,4
шатк,4
кулач,4
турк,4
тріщ,4
трепет,4
терпл,4
сх,4
могут,4
міщан,4
міф,4
кривдж,4
крок,4
човн,4
естет,4
громл,4
побут,4
ефект,4
голомш,4
снаж,4
моно,4
шам,4
симетр,4
монарх,4
сос,4
молок,4
чобот,4
полем,4
енциклопед,4
горош,4
енерг,4
емал,4
елемент,4
еруд,4
ос,4
еп,4
епі,4
мундир,4
музик,4
атест,4
рул,4
кредит,4
мрій,4
ж,4
ріп,4
ріль,4
гриб,4
гребін,4
експеримент,4
експед,4
експанс,4
екстрем,4
політ,4
багач,4
кочегар,4
баль,4
кофе,4
крейд,4
цікавл,4
штрих,4
сан,4
еквілібр,4
корабл,4
корабель,4
чемодан,4
чван,4
надих,4
корсет,4
черв’,4
щок,4
мишл,4
сцен,4
нагород,4
бряк,4
бай,4
юш,4
цят,4
крес,4
лоз,4
ложк,4
технік,4
дуг,4
лиск,4
ла,4
конфіск,4
надолуж,4
бальзам,4
баламут,4
шепт,4
щемл,4
щем,4
барикад,4
дрес,4
дрен,4
драпір,4
порос,4
решіт,4
реценз,4
баран,4
консерват,4
конопл,4
конкур,4
конкрет,4
каблуч,4
копирс,4
контрол,4
контраст,4
реставр,4
репрес,4
репрезент,4
репорт,4
патріарх,4
гуп,4
гой,4
єнн,4
зубл,4
зиск,4
більш,4
пелюст,4
конструкт,4
конспект,4
циркул,4
ценз,4
хутір,4
пуч,4
теор,4
ґерґ,4
ґазд,4
бродж,4
вибач,4
вигід,4
таріл,4
псу,4
педант,4
таш,4
патрон,4
патріот,4
бг,4
баштан,4
панік,4
шок,4
дотеп,4
темн,4
паруб,4
веред,4
терн,4
середж,4
верстат,4
хуст,4
вілл,4
ою,4
кровл,4
ляв,4
цвірк,4
хутор,4
трамб,4
трал,4
траг,4
снід,4
сестр,4
сезон,4
скреб,4
рус,4
протез,4
говт,4
доволь,4
еді,4
комар,4
тіт,4
тіст,4
верещ,4
солов,4
документ,4
досвід,4
дач,4
дат,4
ініціат,4
ват,4
франц,4
інвентар,4
імпровіз,4
ілюмін,4
торпед,4
тор,4
торб,4
пальт,4
палат,4
бурх,4
кавалер,4
патр,4
дез,4
серій,4
копит,4
колій,4
камер,4
ія,4
худож,4
протест,4
прісн,4
орл,4
бундюч,4
умі,4
буч,4
уявл,4
уяв,4
букс,4
обл,4
склад,4
калат,4
каламут,4
лук,4
лопат,4
автомат,4
ювіл,4
йорж,4
іуд,4
істот,4
істер,4
кад,4
каторж,4
борозн,4
борг,4
делікат,4
делег,4
проз,4
дерз,4
фарш,4
картин,4
колод,4
надій,4
кандид,4
канат,4
тіч,4
брон,4
фальс,4
нит,4
шляхет,4
чіт,4
квартир,4
квап,4
квадрат,4
качан,4
сувор,4
догм,4
графл,4
проблем,4
бомб,4
фетиш,4
брик,4
кар’єр,4
нот,4
слов’ян,4
соль,4
шерх,4
промисл,4
хребет,4
талан,4
бельк,4
сімей,4
козак,4
ковбас,4
систем,4
нейтрал,4
