morphemes,count
ящ,4
перемож,4
халтур,4
хай,4
лій,4
ліж,4
ліг,4
маруд,4
шурх,4
штук,4
сіт,4
сіль,4
півтор,4
корт,4
кордон,4
копил,4
вулкан,4
вуж,4
стріль,4
слюсар,4
ящич,3
ящір,3
мадяр,3
льот,3
авантюр,3
авар,3
оз,3
бригад,3
ненавис,3
лопух,3
дігт,3
уг,3
ональ,3
препар,3
лоскіт,3
лояль,3
луб,3
агро,3
агент,3
маневр,3
манеж,3
манжет,3
трапл,3
туреч,3
тьмар,3
діагност,3
пригод,3
маніпул,3
ліщ,3
логіч,3
щен,3
ліні,3
лінь,3
степ,3
літр,3
ліфт,3
ліхтар,3
мармелад,3
акробат,3
аджар,3
примх,3
диверс,3
дивіз,3
адміністр,3
матрос,3
ліміт,3
лич,3
шпак,3
штанг,3
штан,3
азербайджан,3
меланхол,3
причас,3
пріс,3
детал,3
менедж,3
легал,3
альп,3
актор,3
алгебр,3
шоколад,3
мешк,3
мигдал,3
анарх,3
хрон,3
шлюз,3
шовін,3
алерг,3
лакон,3
ламп,3
ланк,3
мит,3
декрет,3
прогрес,3
елезн,3
кілл,3
иш,3
кушнір,3
кушт,3
шинель,3
шкід,3
аналіт,3
лай,3
мізер,3
мізин,3
доль,3
ствол,3
щогл,3
доз,3
доб,3
прокур,3
міліці,3
мільярд,3
мінерал,3
курорт,3
аплод,3
шевченк,3
міх,3
кумед,3
кун,3
ец,3
куплет,3
ву,3
схід,3
дам,3
даш,3
арешт,3
армат,3
шах,3
шварк,3
куль,3
кульмін,3
єпископ,3
архітект,3
шапк,3
монопол,3
моркв,3
морф,3
дослідж,3
тепер,3
профес,3
шелест,3
арха,3
архі,3
івник,3
івниц,3
мотуз,3
крим,3
чан,3
критич,3
криштал,3
кримінал,3
мряч,3
асфальт,3
атлас,3
шкул,3
драг,3
ґедз,3
гуман,3
гум,3
гумор,3
гусен,3
пуз,3
пульс,3
музич,3
мульт,3
плік,3
кравч,3
африк,3
мускул,3
портрет,3
реп,3
груш,3
грюк,3
яз,3
чалап,3
котель,3
багн,3
чернігів,3
чечен,3
м’яз,3
готівл,3
м’ят,3
через,3
черешн,3
базар,3
косм,3
вечір’,3
гряд,3
губч,3
трансл,3
рефер,3
рефлекс,3
рецепт,3
рид,3
гріх,3
ятр,3
корз,3
чапл,3
чекан,3
копич,3
рів,3
попереч,3
попіль,3
простор,3
еваку,3
дрях,3
бан,3
баламуч,3
баланс,3
балкон,3
дроч,3
конфлікт,3
цукер,3
цуп,3
чай,3
банд,3
евенк,3
екзот,3
ризик,3
контрабанд,3
д,3
цегель,3
циб,3
цирк,3
цифр,3
конвеєр,3
лез,3
обер,3
світл,3
підвал,3
серйоз,3
компенс,3
башкир,3
бджіл,3
компрес,3
иці,3
експлуат,3
греч,3
грив,3
грав,3
юр,3
полумʼ,3
комун,3
хут,3
ииц,3
вір’,3
хур,3
хурт,3
владд,3
глузд,3
комітет,3
коль,3
горщ,3
фон,3
експрес,3
територі,3
елег,3
екскаватор,3
екскурс,3
кольор,3
комбайн,3
едій,3
коменд,3
зброй,3
комерс,3
регот,3
грамат,3
гороб,3
гортан,3
стиль,3
зміст,3
ладд,3
хромат,3
хрящ,3
мозк,3
іщ,3
колекц,3
стрій,3
супл,3
тіль,3
товпл,3
пожеж,3
етикет,3
позитив,3
крі,3
епізод,3
епох,3
ескадр,3
хмел,3
хоробр,3
предмет,3
коверз,3
клочч,3
кміт,3
совіс,3
сумнів,3
сюжет,3
тариф,3
хлеб,3
хлоп’,3
гордж,3
терз,3
шип,3
хих,3
клен,3
клієнт,3
неділ,3
кіш,3
бич,3
бібліо,3
клейм,3
пломен,3
плоск,3
площ,3
горіш,3
черев,3
ятк,3
"и,",3
неміч,3
однак,3
ківш,3
бил,3
кіл,3
кільк,3
кімнат,3
китай,3
сіл,3
труй,3
хазя,3
плазм,3
пласк,3
платин,3
єхид,3
жаг,3
керам,3
кий,3
фото,3
блищ,3
пролетар,3
слуш,3
фонд,3
блях,3
бляш,3
кахель,3
ква,3
нісеніт,3
нічліж,3
жест,3
икул,3
ома,3
ромб,3
румун,3
гнізд,3
нож,3
бокс,3
борід,3
норов,3
нянь,3
фікс,3
філател,3
філософ,3
жертв,3
жертов,3
гноб,3
рушнич,3
сабот,3
глей,3
рибл,3
знь,3
капітул,3
обруч,3
обряд,3
обсерв,3
струж,3
канал,3
брів,3
поїзд,3
бронь,3
фанер,3
ярн,3
общин,3
оваль,3
пілюль,3
жін,3
глит,3
саль,3
гімназ,3
овоч,3
брук,3
яці,3
камін,3
калин,3
одно,3
здоб,3
бур’ян,3
ати,3
жонгл,3
журав,3
язич,3
пікл,3
здоровл,3
оксид,3
окул,3
булоч,3
бульб,3
ярмл,3
факель,3
фанат,3
язик,3
болоч,3
тиж,3
гербар,3
геро,3
олімп,3
печал,3
кабан,3
аз,3
успі,3
утоп,3
каверз,3
кавун,3
опортун,3
оптим,3
гілл,3
серв,3
символ,3
симпат,3
синь,3
сиріт,3
тас,3
тюп,3
шеф,3
ірон,3
буфет,3
ультра,3
орбіт,3
орден,3
оренд,3
скаж,3
іль,3
убог,3
угор,3
узя,3
снаст,3
гардероб,3
гармат,3
карпат,3
квил,3
кепк,3
грож,3
зад,3
довіль,3
дриг,3
зіх,3
іде,3
інтерес,3
завтр,3
зайв,3
зай,3
каблук,3
каприз,3
ітет,3
генераль,3
сяй,3
отаман,3
плем,3
тюлен,3
бюро,3
тверез,3
уж,3
уаль,3
варі,3
трост,3
підпіль,3
кіпт,3
скирт,3
індич,3
ілюз,3
імпульс,3
павут,3
травм,3
трамвай,3
трембіт,3
ізраїль,3
ікон,3
палуб,3
торс,3
торт,3
умовл,3
слобож,3
сметан,3
чащ,3
еб,3
скорб,3
скрес,3
скринь,3
скульпт,3
скуч,3
гощ,3
вдар,3
озн,3
вентил,3
панегір,3
кормл,3
залізнич,3
вчора,3
в’юч,3
вугіль,3
вузь,3
вуш,3
сліз,3
парашут,3
веретен,3
титул,3
зрадж,3
нівеч,3
знущ,3
терен,3
тижн,3
вереск,3
собол,3
смуж,3
сокир,3
все,3
мирш,3
фінал,3
фіналь,3
зозул,3
паркан,3
парт,3
партизан,3
моршк,3
івк,3
майстр,3
взір,3
пасіч,3
псов,3
морозь,3
ці,3
врод,3
воскрес,3
періщ,3
мш,3
лящ,3
мимр,3
ід,3
татар,3
тез,3
текстиль,3
вешт,3
віднош,3
глянс,3
ледащ,3
патл,3
пащ,3
нид,3
нудь,3
щадж,3
солдат,3
солом,3
сороч,3
ворог,3
звіт,3
здібн,3
дресир,3
тайг,3
дох,3
зеніт,3
волокн,3
вож,3
звич,3
їм,3
виклад,3
шепот,3
щіч,3
сюр,3
табун,3
схем,3
винят,3
випад,3
путт,3
хруст,3
пещ,3
нагородж,3
пліск,3
погод,3
плек,3
хват,3
захищ,3
пруч,3
вираж,3
спід,3
чи,3
внук,3
кран,3
пиль,3
рин,3
ро,3
словл,3
скріб,3
снаг,3
вя,3
тлі,3
холощ,3
пив,3
пиріж,3
помог,3
праг,3
плюск,3
плюс,3
щербл,3
виш,3
касет,3
вівс,3
відваж,3
торч,3
страд,3
струч,3
сміч,3
стипенді,3
иль,3
спорудж,3
правед,3
спри,3
рубл,3
сал,3
стіл,3
корк,3
стерн,3
у),3
салют,3
полір,3
ступл,3
ремонт,3
сталь,3
стандарт,3
стеб,3
іти,3
перс,3
перу,3
пес,3
песим,3
реєстр,3
рич,3
ляль,3
абсолют,3
яєч,3
малахіт,3
малин,3
лушп,3
дипломат,3
ярмарк,3
ясен,3
яструб,3
якір,3
ям,3
япон,3
абажур,2
янгол,2
ялов,2
якут,2
яхт,2
емент,2
абетк,2
ди,2
дисерт,2
дириг,2
лунат,2
дизентер,2
дилетант,2
дібров,2
фланг,2
прагмат,2
прапор,2
пропорцій,2
дишель,2
предк,2
премі,2
претенд,2
лос,2
лосос,2
лоцман,2
лубʼ,2
щуч,2
помин,2
правдж,2
спраг,2
сприт,2
сріб,2
стабіл,2
сверб,2
петрушк,2
печер,2
печінк,2
іждж,2
нк,2
стегн,2
тереб,2
стерил,2
кремл,2
тропіч,2
суверен,2
судом,2
пересічн,2
перифраз,2
період,2
відверт,2
п‘я,2
стратег,2
стрем,2
стріх,2
струп,2
вяз,2
сторог,2
жив,2
стимул,2
п’єс,2
писк,2
вірмен,2
вірш,2
вісп,2
вітер,2
ил,2
пліш,2
плямл,2
віднес,2
вихор,2
стуж,2
стяж,2
суб’єкт,2
субсид,2
суб,2
спокуш,2
власт,2
мить,2
спин,2
з',2
внутрі,2
заповіт,2
паскудж,2
вир,2
освіч,2
виснов,2
вит,2
захід,2
сукон,2
султан,2
човг,2
табл,2
вим’,2
формул,2
ґвинт,2
ґвинч,2
копі,2
перемог,2
перепіл,2
полудн,2
плю,2
погодж,2
цяць,2
халяв,2
спіднич,2
спір,2
спіраль,2
спеціаль,2
вокзаль,2
пелюш,2
пенсі,2
заявл,2
ялоз,2
жид,2
жим,2
ляс,2
вилиц,2
луг,2
лудж,2
сьом,2
табель,2
табір,2
таблет,2
танкер,2
зелень,2
яц,2
пейзаж,2
волг,2
волин,2
волот,2
вовк,2
вовн,2
ворон,2
осен,2
соціал,2
пантелич,2
парал,2
спарт,2
спекул,2
пач,2
ха,2
няв,2
солідар,2
соняш,2
сосн,2
соус,2
волох,2
воріт,2
піан,2
зграбн,2
табурет,2
тавр,2
таз,2
талісман,2
талон,2
пастер,2
патент,2
зиз,2
взвод,2
північ,2
сфер,2
морок,2
вперт,2
замш,2
напащ,2
рн,2
тат,2
блис,2
верж,2
паток,2
патруль,2
парфумер,2
весілл,2
вертеп,2
овник,2
знат,2
знахар,2
ненавид,2
телеп,2
тендіт,2
тенет,2
теніс,2
теолог,2
веселк,2
весель,2
чак,2
пасквіл,2
тил,2
тираж,2
титан,2
верблюд,2
поперек,2
собак,2
собор,2
смуш,2
сок,2
сніп,2
заміж,2
циркуль,2
дражн,2
паркет,2
парламент,2
парті,2
парад,2
параліз,2
параліт,2
парафраз,2
верз,2
тім’,2
мач,2
шкур,2
тог,2
зонд,2
зразк,2
нехт,2
зоб,2
зовні,2
тернопіль,2
тигр,2
панам,2
панель,2
пансіон,2
панчіш,2
папір,2
дразн,2
лемент,2
вух,2
куйовдж,2
куйовд,2
куліс,2
гай,2
слизь,2
папорот,2
папуг,2
папуж,2
ідент,2
щ,2
сутул,2
словаць,2
смерек,2
смітт,2
гамір,2
етн,2
в’язн,2
газет,2
зухвал,2
гав,2
вдач,2
вдів,2
вентиль,2
ведмеж,2
ідео,2
ієро,2
монах,2
виж,2
вись,2
транзит,2
трибуналь,2
ізоль,2
пакет,2
пальм,2
памфлет,2
ігнор,2
торж,2
вахт,2
вбог,2
ідеаль,2
трюк,2
валіз,2
індонезій,2
індустр,2
інерт,2
імл,2
імпер,2
імпозант,2
ім’,2
інвалід,2
очерет,2
шелеш,2
штраф,2
павук,2
паз,2
пазур,2
тріумф,2
тротуар,2
трь,2
підл,2
підлог,2
пілл,2
район,2
кліп,2
гарц,2
гастрол,2
сім’,2
сірк,2
сіть,2
сканд,2
скел,2
скиб,2
інститут,2
варвар,2
тунель,2
туркмен,2
тюльк,2
тюльпан,2
тюрем,2
інструмент,2
інтелігент,2
оун,2
офіцер,2
офіціаль,2
хвіст,2
хля,2
васаль,2
ватаг,2
горож,2
іл,2
вуаль,2
склеп,2
галич,2
галуш,2
кавказь,2
гвізд,2
гей,2
гендл,2
гені,2
гарант,2
гарбуз,2
осок,2
стріш,2
інженер,2
буряч,2
ультимат,2
універсаль,2
унік,2
порядж,2
реаль,2
оруд,2
оселед,2
осик,2
осін,2
вагон,2
тютюн,2
увіч,2
удов,2
здр,2
інтенс,2
італій,2
йот,2
позицій,2
опон,2
притомн,2
гирл,2
серб,2
синонім,2
сирій,2
собл,2
старост,2
юд,2
інфекц,2
іон,2
іран,2
бур'ян,2
онук,2
онуч,2
кабель,2
кабінет,2
буржу,2
урбан,2
урочист,2
скач,2
учас,2
ичи,2
буковин,2
кав,2
кагат,2
існ,2
іспан,2
істин,2
факульт,2
олив,2
кадр,2
кайм,2
забобон,2
бов,2
бурм,2
гітар,2
глазур,2
глас,2
себ,2
секретар,2
селекці,2
їк,2
їч,2
іад,2
стовб,2
евл,2
гетьман,2
водь,2
жон,2
жорн,2
жорстк,2
жорсток,2
жуй,2
журч,2
ярем,2
пікант,2
знам,2
оксамит,2
бульвар,2
ярм,2
калькул,2
бруньк,2
брус,2
бряж,2
бубл,2
бубн,2
бубон,2
калюж,2
камфор,2
каламуч,2
калач,2
калібр,2
голосс,2
осіб,2
сель,2
стай,2
ив’,2
глип,2
санатор,2
сарк,2
сатир,2
сах,2
свербл,2
гімнаст,2
сен,2
овеч,2
огн,2
грудд,2
огряд,2
деж,2
калор,2
кальк,2
каракул,2
каракуль,2
карамель,2
обо,2
капелюш,2
капіляр,2
капос,2
капост,2
оборот,2
ити,2
канарк,2
канікул,2
брил,2
брин,2
жит,2
жмут,2
главл,2
обідд,2
клюв,2
фантаст,2
фартуш,2
фах,2
фаш,2
федер,2
феодал,2
гуз,2
бояр,2
бразил,2
облав,2
каптур,2
капуст,2
караван,2
фікт,2
фільм,2
карлик,2
полу,2
пісок,2
пістол,2
ечки,2
жерст,2
чк,2
гов,2
салат,2
салон,2
глев,2
карниз,2
картуз,2
глав,2
борошн,2
борт,2
босн,2
бонд,2
номер,2
норвеж,2
каталог,2
катастроф,2
категор,2
нотарі,2
нутр,2
оаз,2
карет,2
карикатур,2
фіалк,2
фіз,2
новел,2
жилет,2
жакет,2
жанр,2
жаргон,2
роман,2
росі,2
рубіж,2
русл,2
рушник,2
гли,2
но,2
нокаут,2
божевол,2
болгар,2
фініш,2
фінлянд,2
флакон,2
фонтан,2
фор,2
форт,2
блюд,2
боб,2
бовван,2
тут,2
свідомл,2
кахл,2
каш,2
квант,2
кварт,2
нив,2
ніздр,2
кет,2
бірж,2
блакит,2
близн,2
богат,2
фосфор,2
фрагмент,2
фракцій,2
фрукт,2
фундамент,2
ельн,2
стрим,2
сумлін,2
сутт,2
товарись,2
фін,2
погож,2
пристой,2
кенгур,2
плакат,2
планк,2
пластик,2
пластич,2
євхарист,2
ємен,2
плахт,2
плац,2
плащ,2
плів,2
плісен,2
кеп,2
керм,2
нен,2
ол,2
бік,2
білет,2
білизн,2
кігт,2
кіз,2
кирп,2
ятин,2
кишень,2
футляр,2
халат,2
хаот,2
харків,2
біо,2
пам’ять,2
хво,2
хвой,2
недолуг,2
стач,2
недуг,2
плуж,2
етюд,2
горіх,2
голк,2
ефіоп,2
ефір,2
ешелон,2
євангел,2
євр,2
по~,2
зграб,2
херсон,2
хиз,2
хист,2
хірург,2
берез,2
берет,2
вгав,2
клінік,2
клініч,2
негатив,2
негр,2
кіпр,2
клапан,2
клапт,2
клац,2
ии,2
ому,2
повіст,2
повітр,2
всяк,2
подвиж,2
горь,2
хлебт,2
хльоб,2
хляб,2
рол,2
гомілк,2
єр,2
гонор,2
хляп,2
шіпт,2
хек,2
храп,2
туль,2
ітт,2
ковбой,2
когут,2
кмин,2
кнопк,2
княж,2
шелес,2
бенкет,2
угав,2
беріз,2
бер,2
бешкет,2
хлист,2
хлів,2
стяг,2
суп,2
трон,2
ескорт,2
естрад,2
етап,2
штат,2
каж,2
кидь,2
ескалатор,2
еліпс,2
емоцій,2
кобил,2
хміль,2
хобот,2
хорват,2
колір,2
людд,2
компроміс,2
пам'ят,2
крів’,2
хрін,2
хроб,2
хронік,2
хруп,2
колодяз,2
коломийк,2
кокон,2
колег,2
колектив,2
прокат,2
рейк,2
нарис,2
ріж,2
емоці,2
емульс,2
ентузі,2
азм,2
розкіш,2
ледач,2
люч,2
панах,2
сюдж,2
реклам,2
сердж,2
горобин,2
горох,2
насінн,2
горш,2
вель,2
полин,2
техніч,2
поліщ,2
експропрі,2
екстракт,2
елегант,2
итор,2
комах,2
ділл,2
доган,2
дон,2
доріжж,2
комерц,2
"ий,",2
компромет,2
експерт,2
експон,2
половч,2
полонин,2
гривн,2
ровес,2
бещ,2
готів,2
готув,2
комет,2
хух,2
ність,2
комісар,2
комісі,2
компакт,2
бджіль,2
батал,2
батальйон,2
батарей,2
батож,2
батрач,2
цвях,2
офіцій,2
підваль,2
порож,2
сиров,2
компас,2
компетент,2
бров,2
башт,2
ба,2
бархан,2
цмок,2
цегл,2
цех,2
цибуль,2
цигейк,2
циліндр,2
цимбал,2
консерватор,2
констру,2
консуль,2
конво,2
конвой,2
конвульс,2
конго,2
кондуктор,2
рицар,2
концентр,2
конч,2
конюшин,2
контакт,2
контекст,2
контор,2
контракт,2
революці,2
контуз,2
чиц,2
намист,2
пакост,2
конкурс,2
ців,2
бароч,2
чакл,2
бандаж,2
бандер,2
бандур,2
полунич,2
полюс,2
зʼ,2
мальов,2
евен,2
екзальт,2
грош,2
риж,2
рик,2
рим,2
ритор,2
ритуаль,2
коре,2
корей,2
щик,2
баласт,2
балет,2
балкар,2
балон,2
тріс,2
наїв,2
їжач,2
копл,2
конус,2
конфуз,2
цукор,2
цуц,2
чагар,2
чемпіон,2
баклаг,2
копієч,2
копійк,2
ришт,2
гребен,2
еколог,2
понятт,2
пок,2
дупл,2
дьогт,2
дятл,2
евакуй,2
дров,2
копійч,2
копітк,2
дністер,2
ікат,2
яж,2
ретуш,2
решет,2
грім,2
розкош,2
пором,2
крилл,2
коридор,2
корич,2
корінн,2
чап,2
чаш,2
чверт,2
чверть,2
кофт,2
багет,2
бадил,2
багаж,2
байдар,2
байк,2
багатт,2
кошар,2
кошл,2
бурмос,2
корпус,2
балалаєч,2
червл,2
черепах,2
череп’,2
кострич,2
мурав,2
мускус,2
мушкет,2
ло,2
дрейф,2
дриґ,2
еи,2
репет,2
реп’ях,2
ретельн,2
дріб’,2
дріждж,2
чвал,2
котик,2
котлет,2
ушк,2
атмосфер,2
муги,2
ґеґ,2
ґудз,2
прусс,2
прут,2
анк,2
пряжк,2
пур,2
мук,2
кравець,2
крапель,2
крев,2
насін,2
бавови,2
крек,2
архів,2
ув,2
мотовиль,2
мош,2
криміналь,2
кринич,2
крис,2
иЙ,2
кремез,2
криг,2
криз,2
криль,2
асиміл,2
асист,2
астроном,2
ате,2
чоловіч,2
чорниль,2
арсеналь,2
пуритан,2
грам,2
рясн,2
протокол,2
професі,2
профіль,2
профіл,2
пруд,2
ґонт,2
ґреч,2
грунт,2
мерт,2
артист,2
шабель,2
шантаж,2
шарж,2
шаруд,2
кря,2
монет,2
моноліт,2
монумент,2
моріж,2
москв,2
кров’,2
афіш,2
афор,2
чисель,2
чих,2
чобіт,2
мобіль,2
могиль,2
шарф,2
аргумент,2
швед,2
іат,2
кулін,2
молдав,2
молодь,2
молож,2
молюск,2
момент,2
диякон,2
чумак,2
чуприн,2
чх,2
мітинг,2
куратор,2
курган,2
посоль,2
постанов,2
постановл,2
плент,2
простир,2
сяк,2
против,2
доріж,2
скіп,2
домен,2
донес,2
донос,2
мног,2
патич,2
апарат,2
швейцар,2
шемр,2
шершень,2
анекс,2
анем,2
анкет,2
кучм,2
кучугур,2
міністер,2
мінор,2
мінус,2
мірош,2
мі,2
мітел,2
аматор,2
америк,2
лазн,2
лакей,2
донь,2
демон,2
дебют,2
дев'ят,2
дев’ят,2
декадент,2
декан,2
доклад,2
доктор,2
анд,2
курли,2
кустар,2
ластів’,2
демагог,2
джаз,2
пробк,2
буравл,2
провізор,2
провінці,2
провор,2
депон,2
термін,2
дов,2
постійн,2
митт,2
лагун,2
антиквар,2
шил,2
аналог,2
шлей,2
шляхт,2
шмиг,2
шов,2
i,2
алей,2
алжир,2
алтай,2
альбом,2
лауреат,2
лебід,2
левад,2
лан,2
ланцет,2
ласт,2
дефект,2
потилич,2
метафор,2
легенд,2
актуаль,2
акумул,2
акуст,2
албан,2
алегор,2
лейтенант,2
лексик,2
лекц,2
метонім,2
меч,2
миль,2
мимо,2
лелі,2
леміш,2
лемк,2
лиман,2
мемуар,2
сторін,2
тен,2
притаман,2
ураль,2
фабрич,2
причащ,2
причет,2
десант,2
десн,2
деспот,2
кілометр,2
лібрет,2
шорст,2
шпаг,2
шпач,2
шприц,2
aзi,2
азот,2
акорд,2
акредит,2
бережж,2
маят,2
маяч,2
медал,2
медаль,2
медич,2
мельк,2
марс,2
іан,2
мартен,2
марципан,2
маскарад,2
масштаб,2
ліліпут,2
ліл,2
лімф,2
лінз,2
листопад,2
литв,2
литов,2
слів’,2
лицар,2
лишай,2
адапт,2
потом,2
дієт,2
йш,2
янк,2
династ,2
скік,2
прискіп,2
стовбур,2
страс,2
джерель,2
дзеркаль,2
диван,2
дмух,2
адигей,2
мароч,2
локш,2
аеро,2
щебен,2
щебін,2
щелеп,2
щур,2
ліно,2
лінч,2
літург,2
марокк,2
штурман,2
штурм,2
штуч,2
шуб,2
шуг,2
шур,2
агроном,2
aгiт,2
манікюр,2
турч,2
христос,2
дишл,2
діалект,2
діаспор,2
симіл,2
диск,2
дискус,2
лок,2
в’яд,2
менш,2
мані,2
марафон,2
макро,2
абат,2
мажор,2
майбут,2
майдан,2
май,2
льох,2
ручк,2
вітамін,2
ювелір,2
югослав,2
юрб,2
люб’,2
язн,2
лорнет,2
примітив,2
секрет,2
секреч,2
редаг,2
рекоменд,2
стабіль,2
старт,2
стебел,2
цур,2
макітр,2
маклер,2
магазин,2
магнат,2
абстраг,2
абстракц,2
ядр,2
магнет,2
ящірк,1
абіссин,1
абіурієнт,1
аблакт,1
аблакц,1
ярлич,1
ярмарок,1
ярус,1
ясель,1
автоном,1
aвтоном,1
автомобіль,1
явор,1
явір,1
юрт,1
юрод,1
юрист,1
юрнд,1
тися,1
нат,1
юнкер,1
юнга,1
пункт,1
атop,1
агрус,1
лус,1
луноч,1
лунк,1
мандат,1
мандарин,1
малярій,1
юноч,1
юнок,1
мала,1
макух,1
макулатур,1
макогін,1
магістраль,1
мавп’,1
ляч,1
bй,1
логік,1
лобод,1
ллян,1
марк,1
марі,1
маргарин,1
маніж,1
івц,1
манекен,1
лотерей,1
лопуш,1
лопать,1
люк,1
львів,1
львівʼ,1
лушпар,1
інч,1
маршрут,1
іноч,1
інк,1
маршаль,1
марл,1
літер,1
ліск,1
чат,1
ачч,1
локомотив,1
локаут,1
локаль,1
лой,1
лозунг,1
ложеч,1
лілей,1
лікть,1
лікт,1
лікоть,1
лі,1
ліврей,1
математич,1
математик,1
математ,1
матч,1
матрось,1
арх,1
матрі,1
масив,1
матрич,1
матриц,1
липень,1
линв,1
лещат,1
летарг,1
леопард,1
лемеш,1
лелеч,1
гірʼ,1
медиц,1
материк,1
лівер,1
лібераль,1
ліберал,1
лихв,1
литк,1
лнс,1
лейбор,1
лезгин,1
леген,1
лев’,1
метелик,1
ечч,1
меридіан,1
ментор,1
меиталь,1
менталь,1
ментал,1
мент,1
меморіаль,1
мембран,1
мельник,1
липн,1
лащ,1
латунь,1
латун,1
латиш,1
латись,1
латвій,1
латві,1
ластов,1
вш,1
иня,1
мигдаль,1
вк,1
метео,1
лелек,1
лексич,1
лейт,1
лабіринт,1
нст,1
рядд,1
мідь,1
міграцій,1
митть,1
митець,1
митар,1
мистець,1
мистец,1
мирк,1
лаось,1
ланцюж,1
ланцюг,1
лантух,1
лебідь,1
кутаїсь,1
курточ,1
куртк,1
курйоз,1
міміч,1
мімік,1
міліцій,1
міліцей,1
міксер,1
мікрон,1
мікро,1
мікроб,1
лайнер,1
лайк,1
лавсан,1
лавр,1
купон,1
куполь,1
купей,1
купе,1
кумис,1
кумач,1
місяц,1
міраж,1
мінь,1
мінім,1
мінераль,1
куч,1
куц,1
онь,1
кухоль,1
кухл,1
кулуар,1
куліш,1
кулачч,1
кулац,1
кулак,1
кук,1
кужіль,1
мозок,1
модуль,1
мло,1
млия,1
млнн,1
міць,1
курінь,1
курд,1
купорос,1
кубель,1
кубан,1
кряж,1
крупі,1
круп',1
кру,1
ліш,1
крохмаль,1
кроц,1
монастир,1
монарш,1
монак,1
молоть,1
молекул,1
мозоч,1
мозоль,1
івниць,1
крокодил,1
крокет,1
крокв,1
кров',1
крісл,1
крісель,1
кришталь,1
моріг,1
морж,1
мордов,1
монополь,1
монголь,1
монгол,1
монаш,1
кубл,1
криц,1
критиц,1
кристаль,1
криниц,1
мр,1
"і,",1
мотузз,1
мотоцикл,1
метор,1
мотовил,1
мотлош,1
мотлох,1
мотик,1
москов,1
кропив',1
кропив,1
кравц,1
муль,1
мулат,1
мукачів,1
му,1
музей,1
мряк,1
ївк,1
присяж,1
криворізь,1
крем',1
крем’,1
кременчуць,1
кремезн,1
крипі,1
криці,1
котел,1
мушк,1
мух,1
муфт,1
муть,1
мусон,1
мусол,1
муслін,1
мускуль,1
мурах,1
муніципаль,1
крейс,1
крейсер,1
крапел,1
крал,1
крадь,1
костель,1
овиц,1
косметич,1
косметик,1
аг,1
коліш,1
навігац,1
навігат,1
м’яч,1
оть,1
мушл,1
краб,1
кошторис,1
ови,1
кошмар,1
кочерг,1
кориг,1
корж,1
кореспонд,1
брів’,1
гря,1
нагороду),1
глумл,1
нагл,1
нагаль,1
нагай,1
яа,1
сяд,1
вроч,1
коструб,1
костриц,1
омах,1
конференц,1
конфедерац,1
конфедерат,1
конур,1
знос,1
хмар’,1
корег,1
корд,1
корб,1
корал,1
копиц,1
корольк,1
корозій,1
коров’,1
корінь,1
корит,1
конструкц,1
конституці,1
конституцій,1
консолід,1
лий,1
неред,1
пая,1
напасть,1
сти,1
намет,1
кресли,1
контур,1
контуж,1
контрибуцій,1
контейнер,1
конфес,1
композиц,1
композит,1
комнозит,1
комплімент,1
комплекс,1
йон,1
одяг,1
куст,1
кондицій,1
кондитер,1
лезь,1
ковго,1
їр,1
конвалій,1
конвалі,1
консультац,1
комор,1
комісій,1
комікс,1
комівояж,1
комиш,1
комин,1
комиз,1
пу,1
приклад,1
помад,1
помадж,1
пій,1
шепіт,1
комюніке,1
компот,1
композиці,1
колорит,1
колорад,1
коломий,1
колодд,1
колі,1
коліз,1
колиш,1
настир,1
скок,1
наруг,1
наречен,1
кольчуж,1
кольчуг,1
компань,1
компані,1
компаній,1
арл,1
ковпач,1
ковдр,1
чук,1
коаліцій,1
торохт,1
нась,1
колект,1
колезь,1
кокос,1
коклюш,1
козуб,1
козаць,1
козац,1
ючч,1
колосс,1
чинн,1
началь,1
нац,1
нахаб,1
тяк,1
натюрморт,1
серц,1
натще,1
княг,1
ккиг,1
кляч,1
климк,1
кльош,1
клуноч,1
