morphemes,count
клунок,1
клумб,1
клоун,1
кліщ,1
кліш,1
кліть,1
клір,1
клініц,1
клиш,1
клерикаль,1
клерикал,1
клепк,1
довз,1
неборак,1
небог,1
"сь,",1
нащадок,1
штрик,1
кісс,1
іот,1
кіпоть,1
неділь,1
євість,1
гож,1
негод,1
влашт,1
влас,1
невіст,1
чут,1
відʼ,1
невід,1
невіглас,1
вигод,1
вдяч,1
некрут,1
нейтрон,1
нейтраль,1
нейлон,1
зугарн,1
доскон,1
ут,1
недолік,1
крів,1
вірʼ,1
клем,1
клейонк,1
клапоть,1
клап,1
клавіш,1
клавір,1
кінь,1
кінець,1
кінетич,1
кінетик,1
кіготь,1
кібернетич,1
кібернетик,1
кишлач,1
одв,1
одмін,1
обовʼяз,1
обʼ,1
нень,1
ненависть,1
матеріаль,1
нектар,1
кептар,1
правиль,1
фіцій,1
ие,1
неон,1
кишеч,1
кита,1
кисть,1
кисн,1
кислот,1
кисел,1
кирз,1
киргизь,1
киргиз,1
кин’,1
кіоск,1
квитанц,1
квасоль,1
кварц,1
кварцит,1
строй,1
ед,1
самовит,1
регуляр,1
непрозорий,1
кипл,1
кипарис,1
кинджаль,1
київ,1
кизил,1
кефір,1
анич,1
кафедр,1
цензур,1
хіть,1
уц,1
успіш,1
успіх,1
треб,1
кельнер,1
келі,1
келій,1
келих,1
кедр,1
квоч,1
квітн,1
квіти,1
квітень,1
ніс,1
німан,1
нікчем,1
нікель,1
нікел,1
нігт,1
ніготь,1
нить,1
нині,1
ннзь,1
чисть,1
квартет,1
кварталь,1
кают,1
каштан,1
кашель,1
каучук,1
уванн,1
каторг,1
катер,1
катар,1
катапульт,1
каталож,1
каст,1
каспій,1
каскад,1
каск,1
номенклатур,1
ножиц,1
сілл,1
дба,1
нічліг,1
карусель,1
картопель,1
картер,1
карнаваль,1
карк,1
каркас,1
обб,1
вати,1
піл,1
оба,1
нян,1
нюанс,1
нумізмат,1
нуль,1
нужд,1
норвезь,1
карель,1
карел,1
кардиналь,1
карауль,1
караул,1
карантин,1
каракат,1
каравав,1
карабін,1
каптам,1
благородж,1
їжд,1
"біч,",1
оберемок,1
обеліск,1
головл,1
капелюх,1
канчук,1
оболонь,1
оболонн,1
оболон,1
обоз,1
нишпор,1
модоч,1
міль,1
мац,1
"маль,",1
облігаці,1
облігацій,1
обличч,1
облас,1
благород,1
каное,1
канднд,1
канап,1
канад,1
обуш,1
обрік,1
обрій,1
рамл,1
оборіг,1
капрон,1
капраль,1
капр,1
капкан,1
калітан,1
капіталь,1
ени,1
кал,1
калькуль,1
калусь,1
калузь,1
калорі,1
калмич,1
одесь,1
одес,1
огірок,1
ганьбл,1
овруць,1
овес,1
шмар,1
канцлер,1
кантат,1
кано,1
клиг,1
окіст,1
окіс,1
иий,1
поверх,1
калмиць,1
каліц,1
калік,1
калій,1
каліграф,1
калит,1
календар,1
каланч,1
каламуть,1
канав,1
кампаній,1
казус,1
казн,1
казен,1
каземат,1
казбець,1
казаш,1
казах,1
казарм,1
казан,1
кажан,1
олівц,1
олівець,1
окутати,1
культ,1
круш,1
окріп,1
кавказ,1
кабуль,1
кабін,1
кабард,1
кабаль,1
пові,1
цис,1
опеньок,1
опал,1
омонім,1
олі,1
олівч,1
каламбур,1
кактус,1
какао,1
кайдан,1
інфаркт,1
інтуїц,1
опт,1
оптич,1
оптик,1
опришок,1
позиці,1
йод,1
йоганнесбурзь,1
оньки,1
ішем,1
італі,1
ісланд,1
іслам,1
кадет,1
каган,1
свої,1
освіт,1
осанк,1
оріш,1
оріх,1
оригіналь,1
орел,1
ордер,1
оратор,1
оранж,1
ірланд,1
ірит,1
іригацій,1
ірак,1
іяформ,1
інфляцій,1
інтерпрет,1
інтерпел,1
івтернат,1
інтермедій,1
інтерв'ю,1
інтервенц,1
інтервент,1
інтер,1
иф,1
інтендант,1
інтелігенц,1
ослін,1
скарженн,1
скандал,1
осінь,1
осел,1
інспект,1
інквізиц,1
інквізит,1
інжир,1
інерцій,1
отар,1
отав,1
ось,1
острозь,1
"сторонь,",1
осоруж,1
осоруг,1
інтуїт,1
інтриж,1
іитриг,1
інтим,1
індук,1
індонезі,1
індій,1
інді,1
індіан,1
іцдич,1
іидич,1
офіціант,1
отч,1
труї,1
ия,1
тетер,1
інтелект,1
інструкц,1
інспір,1
інспекц,1
ієрей,1
ідол,1
ідіот,1
ідіом,1
ідил,1
павуч,1
павільйон,1
ошат,1
хран,1
індекс,1
імнон,1
імпов,1
ацін,1
індусь,1
індус,1
тив,1
зя,1
зят,1
зябр,1
зябл,1
юрм,1
пампуш,1
палянич,1
паляниц,1
пакість,1
пакіс,1
панькатися,1
пазуш,1
пазух,1
стас,1
ікои,1
ікл,1
папороть,1
папк,1
папірус,1
папер,1
пань,1
панчох,1
панцир,1
панорам,1
паніч,1
зухваль,1
рон,1
івасі,1
івас,1
франк,1
іван,1
ібер,1
ранн,1
зразоч,1
зразок,1
ннць,1
зошит,1
ееред,1
зоолог,1
зонт,1
зон,1
париж,1
парафін,1
парасоль,1
параліч,1
паралель,1
паралел,1
нарагва,1
знать,1
знарядд,1
тий,1
оць,1
партер,1
рость,1
пароль,1
парк,1
паритет,1
паризь,1
золотонісь,1
зозуль,1
нудж,1
зносин,1
ніт,1
зниз,1
елеват,1
патетич,1
патетик,1
пастораль,1
паст,1
пастель,1
пасм,1
пасквіль,1
пасік,1
пасив,1
пасажир,1
парч,1
змій,1
змі,1
вмис,1
ненавидж,1
економл,1
дущ,1
здоров’,1
згарище,1
педіатр,1
педаль,1
паштет,1
пафос,1
патріарш,1
патичч,1
патик,1
злат,1
злак,1
зін,1
зілл,1
зефір,1
чещ,1
банкрут,1
ялож,1
якор,1
нере,1
перевесл,1
пергамент,1
онер,1
пенсій,1
пензл,1
пензель,1
пемз,1
пельмен,1
пекл,1
пекель,1
зерен,1
ціпен,1
цитьк,1
захрист,1
ип,1
пон,1
нісс,1
мир’,1
ю),1
ти(~зна,1
грозз,1
шпакль,1
звитяж,1
звитяг,1
вери,1
валинщ,1
біжж,1
сутен,1
столь,1
стілл,1
перпендикуляр,1
перон,1
періст,1
периферій,1
периметр,1
перець,1
ння,1
тишш,1
хлин,1
хвач,1
захват,1
харащ,1
хараст,1
рожев,1
петиці,1
петицій,1
перц,1
персь,1
перстень,1
перстен,1
перспектив,1
персик,1
ид,1
засік,1
сіб,1
смн,1
слін,1
скород,1
скородж,1
запорток,1
запорозь,1
запорож,1
запорізь,1
запоріж,1
питом,1
пиріг,1
пильв,1
юж,1
пнл,1
пивниц,1
печериц,1
печать,1
печаль,1
засад,1
рожевл,1
замок,1
замк,1
рок,1
пуд,1
півн,1
місяць,1
півень,1
південь,1
півден,1
відр,1
аркуш,1
заноз,1
занепас,1
заповідь,1
пропащ,1
пропаст,1
залізниц,1
залізз,1
залиц,1
легл,1
земн,1
земелл,1
дашш,1
ворітт,1
віконн,1
борідд,1
устав,1
мість,1
замір,1
заміжж,1
напаст,1
мурз,1
заковик,1
заклад,1
ти(~рощ,1
плив,1
підпілл,1
підошв,1
оси,1
опіч,1
ніжж,1
есс,1
підмет,1
коцюб,1
залп,1
залоз,1
залік,1
ячч,1
забудь,1
ава,1
бі,1
юдж,1
стьоб,1
совн,1
гіпе,1
гіпс,1
загін,1
гидж,1
загад,1
в’а,1
вуал,1
драп,1
заграв,1
карлюк,1
жмень,1
оц,1
тть,1
піонер,1
пінгвін,1
пілястр,1
пілотк,1
пілі,1
пікніч,1
атлантич,1
аркан,1
жуч,1
журналь,1
жук,1
воліч,1
завір,1
живіт,1
жереб’,1
желат,1
жезл,1
піст,1
св,1
трет,1
сень,1
жом,1
жолудь,1
жолуд,1
жолудд,1
жокей,1
жовч,1
жовтень,1
нв,1
єгов,1
єгипт,1
єгипет,1
платт,1
івоч,1
пластил,1
арій,1
плавч,1
жеб,1
жбур,1
жбурл,1
жбан,1
жандарм,1
жираф’,1
жираф,1
живот,1
збір,1
ільниц,1
ільник,1
ільн,1
плеонаст,1
плем’,1
плебей,1
дарм,1
плафон,1
платформ,1
єрусалим,1
єпарх,1
єлей,1
єзуїт,1
божж,1
єдваб,1
єврей,1
євангель,1
Євангел,1
етрусь,1
етруск,1
етич,1
етимолог,1
етил,1
бал,1
склероз,1
пляш,1
пляж,1
плоскінь,1
плоскін,1
пломін,1
плодо,1
подат,1
ичч,1
горбл,1
погон,1
погід,1
погань,1
повість,1
повінь,1
повік,1
відь,1
повидл,1
вз,1
повен,1
їщ,1
блаж,1
еврей,1
етик,1
еталон,1
етажерк,1
естон,1
естафет,1
есперант,1
еснерант,1
есперанто,1
ескімось,1
ескімос,1
поез,1
подушк,1
довод,1
двір’,1
подвиг,1
подать,1
ескадрон,1
ероз,1
епіцентр,1
епістол,1
леп,1
епідем,1
краж,1
коробл,1
колінн,1
клоп,1
католич,1
поїз,1
поз,1
зик,1
поздовжній,1
етилен,1
екстерн,1
експропрій,1
експромт,1
половець,1
полісь,1
лісь,1
полін,1
полич,1
полиц,1
кутт,1
іи,1
еміс,1
емаль,1
еліпт,1
ескіз,1
ескалаці,1
еволюцій,1
півеч,1
низз,1
помп,1
удн,1
полоти,1
лоск,1
екснон,1
експозицій,1
ицій,1
пагрій,1
елеватор,1
еластич,1
еластик,1
екстр,1
екстра,1
дятел,1
дядь,1
дяд,1
дьогть,1
дьоготь,1
евн,1
поріж,1
поріг,1
попіл,1
тинн,1
понят,1
поня,1
екіпаж,1
екземпляр,1
еквівалент,1
евфем,1
дріт,1
поршн,1
поршень,1
ручч,1
порталь,1
порпат,1
ятник,1
зявл,1
дубль,1
дуал,1
дрючч,1
дрюч,1
друз,1
дров’,1
древ,1
ебоніт,1
досажд,1
тни(~пущ,1
пост,1
постать,1
посол,1
слу,1
кород,1
посіб,1
тнк,1
сиг,1
доставл,1
дракон,1
драгун,1
шкуль,1
дошк,1
шн,1
усь,1
той,1
потилиц,1
стійк,1
стопт,1
дін,1
бут,1
доблесть,1
крої,1
віл,1
зброї,1
донкіхот,1
никі,1
долон,1
доктрин,1
доскональ,1
діа,1
діалектич,1
діалектик,1
діагональ,1
дияволь,1
шив,1
честь,1
хнюпл,1
хнюп,1
потяг,1
тріб,1
доблес,1
бави,1
ями,1
петр,1
длуб,1
дистиль,1
дистил,1
дистанці,1
дистанцій,1
диспут,1
пропорці,1
диспетчер,1
пращур,1
практич,1
практиц,1
празник,1
празь,1
православ’,1
амт,1
діаметр,1
діамант,1
дискрет,1
дискредит,1
дисидент,1
дирекц,1
привіле,1
видж,1
видд,1
приват,1
престоль,1
прс,1
презид,1
предок,1
враж,1
дифуз,1
дифтерій,1
диференц,1
дидактич,1
дидактик,1
прп,1
прилуць,1
липл,1
прикр,1
корень,1
прикмет,1
инй,1
приз,1
призм,1
зер,1
пригорщ,1
привілей,1
диспансер,1
дискут,1
джерел,1
джерг,1
страсть,1
стид,1
совува,1
ряж,1
строж,1
принц,1
нишк,1
примус,1
мор’,1
динь,1
динаміт,1
дикц,1
дизель,1
дизайн,1
десерт,1
дерв,1
прня,1
прищ,1
причіль,1
причіл,1
причаст,1
притьм,1
сусідж,1
дивіденд,1
дзелень,1
дзелен,1
дзвяк,1
дзвень,1
джут,1
джмел,1
депоп,1
депо,1
дено,1
департамент,1
ація,1
проекц,1
прогноз,1
прогал,1
(возити,1
провінцій,1
провізій,1
валл,1
дефіцнт,1
детектив,1
деталь,1
копійков,1
дельт,1
пха,1
пропа,1
пропаж,1
пропад,1
пропон,1
проноз,1
промінь,1
промінн,1
промишл,1
промисел,1
пролісок,1
зовд,1
дери,1
депут,1
депутат,1
ґул,1
протег,1
твереж,1
прось,1
простір,1
простирал,1
пророч,1
пророк,1
акт,1
декад,1
дезертир,1
дукт,1
дев‘ят,1
дебел,1
дебат,1
демарк,1
ґнот,1
ґніт,1
ґле,1
ґібралтар,1
ґирлиґ,1
процес,1
процент,1
профільтр,1
професій,1
тни,1
протоколь,1
дах,1
уноч,1
дарвін,1
дань,1
дагестан,1
пурпур,1
пунктуаль,1
пунктир,1
пульт,1
пузир,1
ас,1
іатр,1
пряжеч,1
прутт,1
пруссь,1
прус,1
ґуль,1
ґринджол,1
ґренланд,1
ґрас,1
ґовт,1
ґетеборзь,1
ґерлиґ,1
ґерг,1
ґеґот,1
ґданськ,1
ґатунок,1
ґанок,1
ґанк,1
ґандж,1
раді,1
радикаль,1
п’ятниц,1
пшон,1
пшенич,1
пшениц,1
путь,1
гряз,1
ущий,1
грузь,1
грудь,1
грудень,1
ресор,1
реп’яш,1
цій,1
реплік,1
репертуар,1
патрі,1
патрій,1
ґав’,1
гуцуль,1
гуцул,1
ґиґ,1
грозь,1
гріз,1
грип,1
гримас,1
гризь,1
гриж,1
риб',1
інспекція,1
інспектор,1
ржав,1
решт,1
речовин,1
рефлект,1
гуж,1
гугн,1
губк,1
грец,1
грек,1
гребінь,1
гребель,1
грацій,1
грань,1
граніт,1
грандіоз,1
рівц,1
денн,1
рівень,1
ринок,1
риль,1
рийк,1
ризь,1
громадд,1
готель,1
Господь,1
жув,1
розет,1
долл,1
бомбл,1
бест,1
родо,1
рілл,1
рій,1
манітт,1
маніт,1
рідш,1
ріг,1
гречк,1
грець,1
горлич,1
горлиц,1
ся),1
ся(~смі,1
розпук,1
простер,1
сюд,1
розпач,1
мия,1
зяв,1
гранат,1
градус,1
грабл,1
грабель,1
готич,1
готик,1
гондоль,1
гондол,1
голч,1
голуб’,1
четверт,1
чепір,1
рез,1
трубл,1
роа,1
тисн,1
госпітал,1
горсточ,1
горстк,1
гороб’,1
горп,1
горн,1
гной,1
гнід,1
глянц,1
руськ,1
руль,1
рулон,1
пос,1
рубін,1
рубель,1
росій,1
голоч,1
голобл,1
голланд,1
виц,1
горілк,1
горизонт,1
глуп,1
глот,1
гліцерин,1
глив,1
глеч,1
глек,1
сажень,1
саж,1
садиб,1
сагайдач,1
саван,1
рязан,1
рядн,1
ряв,1
рушниц,1
гнот,1
гірлянд,1
ісівьк,1
гінербол,1
гіпербол,1
гільз,1
свідок,1
свис,1
свнн,1
свердел,1
свах,1
сапер,1
еам,1
самб,1
самарканд,1
глянець,1
глюкоз,1
герой,1
гермет,1
герб,1
сенсацій,1
семінар,1
селекцій,1
секцій,1
секунд,1
сектор,1
сект,1
сейсм,1
свящ,1
свій,1
свідоц,1
гість,1
гірч,1
сизь,1
ілк,1
ситналь,1
сибір,1
сесі,1
сесій,1
сертифікат,1
серпн,1
серпень,1
серпанок,1
серпанк,1
сержант,1
гігієн,1
гігант,1
гібрид,1
гик,1
генерал,1
гелг,1
гвинтівк,1
гварді,1
гвардій,1
гаубич,1
гаубиц,1
ситц,1
ситуацій,1
ситець,1
сироп,1
сирі,1
сирен,1
синтетич,1
синтетик,1
симптом,1
сквер,1
скат,1
карл,1
скарлатин,1
скарг,1
сказ,1
січн,1
січень,1
сірч,1
сім',1
сифон,1
ситч,1
гать,1
гастроном,1
гарнір,1
генер,1
гальван,1
галяв,1
галч,1
галузь,1
галузз,1
галоп,1
галк,1
комнон,1
сковород,1
сковорід,1
клепл,1
скит,1
скептич,1
скептиц,1
скель,1
скелет,1
инк,1
гаєч,1
гадяць,1
гадд,1
габарит,1
в'язн,1
скул,1
скрон,1
крінл,1
скрин,1
копій,1
координ,1
конструй,1
гаразд,1
гараж,1
гаман,1
"ий	,",1
вяж,1
в’юн,1
вущ,1
смерть,1
смерічч,1
смеречч,1
сльот,1
словач,1
словак,1
утвор,1
галиць,1
галант,1
гайк,1
гайдамач,1
гайдамаць,1
врочист,1
сокіл,1
сод,1
снайпер,1
совість,1
совг,1
сморід,1
стря,1
вурк,1
вульгар,1
вулик,1
вузол,1
водн,1
вугілл,1
в‘из,1
в'язень,1
волошк,1
волоц,1
волоть,1
сосон,1
сором’,1
сонях,1
солом’,1
солодк,1
солов’,1
видь,1
воскреш,1
вправ,1
вправл,1
порск,1
вполь,1
ині,1
волотт,1
волось,1
волосс,1
волокон,1
волог,1
волзь,1
волейбол,1
специфік,1
спекуль,1
пален,1
спазм,1
сош,1
соціаль,1
софій,1
воротт,1
ворожість,1
віхт,1
віхоть,1
віх,1
захнс,1
спорідненість,1
спідниц,1
спец,1
сть,1
вець,1
м’и,1
вождь,1
вогонь,1
вогнь,1
вогк,1
вовтуз,1
вовтуж,1
помн,1
вікн,1
візерунч,1
візерунок,1
візерун,1
правж,1
справ,1
спосіб,1
споруд,1
пом’я,1
вітраж,1
віск,1
вірус,1
віртуоз,1
віолончель,1
віолончел,1
відстань,1
стволь,1
статут,1
стату,1
статт,1
статистич,1
статистик,1
стародрук,1
ійш,1
иг,1
стамбуль,1
відчайдуш,1
уаа,1
вільш,1
вільх,1
вільнюсь,1
лунн,1
стнк,1
стернь,1
стериль,1
стержн,1
стержень,1
стерв’,1
стенд,1
стель,1
стельмась,1
стельмах,1
стельваг,1
стебель,1
відловід,1
рапорт,1
нущ,1
від',1
столиц,1
жиль,1
стог,1
стогін,1
тов,1
стіж,1
стіг,1
стнхій,1
стихій,1
тирч,1
стимуль,1
стик,1
ця,1
ти(~міч,1
ечку,1
гурк,1
стугон,1
трях,1
струк,1
структур,1
строг,1
стрічк,1
стрічеч,1
страт,1
столич,1
"у,",1
ти(~йд,1
відʼєм,1
відлиг,1
ваи,1
копа,1
льннк,1
вишень,1
суєт,1
судь,1
суден,1
суглоб,1
сувенір,1
тропік,1
субот,1
вмс,1
відваг,1
вівц,1
вівторок,1
вівтар,1
відео,1
драю,1
удж,1
формуль,1
сучч,1
цвітт,1
суть,1
сурмл,1
сурем,1
сургуч,1
сувич,1
суниц,1
сум’ятт,1
сум’ят,1
зір’,1
хо,1
вяхов,1
внхов,1
нир,1
сход,1
схамену,1
нар,1
пльов,1
нрям,1
ріб,1
внраз,1
пя,1
вируч,1
скобл,1
калорій,1
висок,1
виснув,1
няк,1
уд,1
дму,1
тая,1
тамбур,1
тальк,1
талі,1
тактич,1
тактик,1
таджич,1
таджиць,1
жолобл,1
колош,1
креш,1
крой,1
яй,1
виль,1
яти,1
в'єтнам,1
тачк,1
тачаноч,1
тачанк,1
унь,1
тар,1
таріль,1
тарах,1
тарань,1
тапоч,1
брязк,1
балок,1
в‘яз,1
еня,1
я),1
(~н,1
ветеран,1
вестибюль,1
весін,1
весіль,1
веселоч,1
теребл,1
терас,1
тенденцій,1
темнератур,1
темперамент,1
тембр,1
теліп,1
телепат,1
текст,1
зимк,1
перт,1
верес,1
вересн,1
вересень,1
лйв,1
верблюж,1
тиль,1
тиждень,1
тест,1
терк,1
терем,1
вітт,1
ами,1
верф’,1
верф,1
вертикаль,1
ветерннар,1
вельмож,1
вельм,1
велосипед,1
вело,1
Вел,1
толк,1
товарис,1
тлум,1
тілі,1
тиц,1
тиць,1
водд,1
тиф,1
титуль,1
верс,1
веретін,1
вафл,1
торжеств,1
ище,1
топор,1
тополь,1
топір,1
тонн,1
томат,1
толок,1
гвнит,1
ввіч,1
вегетаріан,1
вен,1
венецій,1
венеці,1
венесуел,1
траншей,1
трансль,1
транзистор,1
трамплін,1
траєктор,1
традицій,1
трав’,1
сій,1
цілл,1
косар,1
травн,1
травень,1
точк,1
торф’,1
тортур,1
вбож,1
ваучер,1
ватерполо,1
ватернол,1
ватаж,1
васильк,1
варязь,1
варяг,1
варняк,1
дцят,1
тривог,1
еть,1
трест,1
інг,1
трафарет,1
траур,1
трас,1
вальс,1
валют,1
ваз,1
вазон,1
тумб,1
тулуб,1
тувин,1
троянд,1
трош,1
трофей,1
троп,1
тро,1
тріш,1
стоп,1
трикотаж,1
вафель,1
бюст,1
бюджет,1
бухт,1
бухи,1
тюрк,1
тхор,1
тхір,1
турок,1
туркестан,1
турець,1
туи,1
тундр,1
тунгусь,1
тунгус,1
ванн,1
ван,1
вишш,1
бічч,1
узбеч,1
узбець,1
удів,1
державл,1
дарем,1
гробл,1
готова,1
єц,1
гніждж,1
угідд,1
убоз,1
тютю,1
тюрм,1
нч,1
бухан,1
бутт,1
бутон,1
бусурман,1
бусл,1
бурят,1
бур‘ян,1
бурик,1
фоб,1
філь,1
філ,1
кось,1
указ,1
зва,1
"ки,",1
узд,1
бурс,1
буржуй,1
буран,1
бункер,1
ураган,1
тість,1
універс,1
університет,1
уні,1
милост,1
милосерд,1
умен,1
улюбл,1
фіолет,1
бухгалтер,1
бухарест,1
бульдозер,1
чнк,1
булав,1
бук,1
букініст,1
букет,1
щент,1
учора,1
участь,1
еник,1
устрій,1
уст,1
установ,1
У,1
регуль,1
бурштин,1
буйвол,1
бузьк,1
бузувір,1
буз,1
буженин,1
буж,1
будяч,1
будяк,1
фаміль,1
фалд,1
фаланг,1
фаворит,1
фабул,1
фабуль,1
фабрнк,1
бульйон,1
бразиль,1
фаталь,1
фатал,1
фасад,1
фартух,1
фарс,1
фарисей,1
фанфар,1
брошк,1
бронз,1
бричк,1
британ,1
будень,1
будапешт,1
брутто,1
бруслин,1
боцман,1
ботаніч,1
ботанік,1
бостон,1
борсуч,1
борсук,1
борс,1
борошен,1
філігран,1
фізич,1
фізик,1
фетр,1
фестиваль,1
феодаль,1
брикет,1
братт,1
Бог,1
бобр,1
форпост,1
фольклор,1
флот,1
фланель,1
фірм,1
болт,1
бойкот,1
бойк,1
божевіль,1
борозен,1
бородавк,1
борм,1
борз,1
борж,1
блоч,1
блондин,1
бліш,1
бліндаж,1
иу,1
блнс,1
фураж,1
фунт,1
функц,1
функці,1
фунікулер,1
узь,1
фосфат,1
фортун,1
мілл,1
матір,1
білк,1
хащ,1
харциз,1
хар,1
харків’,1
ханж,1
хандр,1
фуфайк,1
футболь,1
бланк,1
блакить,1
блазень,1
бісквіт,1
бірюз,1
бірм,1
блуз,1
берест,1
березн,1
березіль,1
березень,1
хвощ,1
хвиц,1
хваць,1
біб,1
бідон,1
більм,1
білч,1
білуг,1
білоч,1
білорусь,1
білорус,1
крів',1
бенгал,1
бельгій,1
бельгі,1
цінь,1
хвар,1
хляст,1
хлющ,1
хлюст,1
хлюск,1
хльост,1
хльос,1
хльоск,1
хлор,1
хлібі,1
ннц,1
бессараб,1
претенз,1
хорт,1
холуй,1
холер,1
хокен,1
хоке,1
ходь,1
хмиз,1
хмель,1
бистренький,1
сніжж,1
хліб’,1
тим,1
таланн,1
бензин,1
бенгаль,1
безпек,1
безо,1
худоб,1
худіб,1
хрус,1
хруск,1
хрум,1
прода,1
хрестоматій,1
хребт,1
хребець,1
помиль,1
помил,1
релігій,1
результат,1
пинтом,1
беж,1
цвірінь,1
цвірін,1
цвень,1
овинн,1
хул,1
вість,1
хідь,1
голосе,1
душш,1
законн,1
жаль,1
квитк,1
межж,1
їй,1
пелюстк,1
циклон,1
цик,1
цивіль,1
іал,1
целюлоз,1
целофан,1
цвяш,1
цвір,1
батраць,1
батрак,1
батон,1
батіж,1
батіг,1
бат,1
баталь,1
баян,1
бастіон,1
баскетболь,1
баскетбол,1
басейн,1
бартер,1
барлож,1
барліг,1
баркас,1
баритон,1
бариль,1
цілин,1
цел,1
цить,1
цитрус,1
цнт,1
цикль,1
баноч,1
банкет,1
бандероль,1
ог,1
цукерк,1
цнот,1
илн,1
барж,1
бар’ер,1
барвіноч,1
барвінок,1
барвінк,1
барач,1
баранець,1
бараболь,1
щнц,1
баклаж,1
баклажан,1
бакалія,1
червень,1
чебрец,1
чвань,1
чвак,1
часнич,1
часник,1
банан,1
бамбук,1
балк,1
балернн,1
баньк,1
щиц,1
бант,1
бакалій,1
байрач,1
байрак,1
байдик,1
черкас,1
черешень,1
черепаш,1
черемщ,1
черемх,1
черед,1
черевич,1
червои,1
балалайк,1
балалаєчний,1
балад,1
балаган,1
бадмінтон,1
бадилл,1
багнет,1
чиж,1
чиг,1
чеш,1
чех,1
ерт,1
четверг,1
четвер,1
чесь,1
чернівч,1
чернівець,1
черн,1
черкесь,1
черкась,1
артіль,1
артилер,1
артезіан,1
брив,1
чорнил,1
чоломк,1
чоловʼ,1
чоловік,1
човен,1
чилій,1
чилі,1
чиказь,1
афган,1
ассирій,1
истичн,1
,1
шаль,1
шайбов,1
шабл,1
чухр,1
чумач,1
чумаць,1
чуй,1
чугуїв,1
ваш,1
чув,1
чувась,1
чотирь,1
піль,1
пастир,1
архангель,1
їчн,1
ароч,1
аромат,1
армія,1
армій,1
армі,1
арифметич,1
арифметик,1
аргентин,1
арбітр,1
араб,1
шарнір,1
шарлатан,1
шаряатан,1
шапч,1
шапоч,1
шаптаж,1
a,1
aптек,1
апокаліпт,1
исмент,1
апетит,1
антич,1
шварґ,1
швабр,1
шашлич,1
шашлик,1
шаф,1
шатр,1
шаст,1
шас,1
шарх,1
арсенал,1
ансамбл,1
анонім,1
анекдот,1
англій,1
шестерн,1
шестерінка,1
шестерен,1
шершн,1
шерехатість,1
шерех,1
шеренг,1
шеи,1
шепел,1
швирг,1
apаб,1
аптеч,1
амбіц,1
амбіт,1
шкреб,1
шкваль,1
шквал,1
шкандиб,1
шкаль,1
шіст,1
шиш,1
шифер,1
ширм,1
шипшин,1
шипл,1
шин,1
антагон,1
ансамбль,1
алмаз,1
але,1
ильн,1
шматт,1
шматок,1
шлюпк,1
шлюб,1
шлуноч,1
шлунок,1
шлунк,1
шлейф,1
шланг,1
англі,1
ана,1
амур,1
аморф,1
азбук,1
штамл,1
шрам,1
шпорт,1
шпич,1
ство,1
шпаж,1
шпагат,1
алгоритм,1
акцій,1
акцент,1
актр,1
альтру,1
амьп,1
алфавіт,1
алта,1
ажур,1
адміраль,1
адиге,1
адвокат,1
щабель,1
шушу,1
шухляд,1
шуст,1
шус,1
штурваль,1
штатив,1
штапель,1
акордеон,1
акварель,1
азій,1
азбуч,1
техн,1
пром,1
op,1
aгpеc,1
агрес,1
агрегат,1
агрегаат,1
аграар,1
аграр,1
агон,1
щіточ,1
щебінь,1
щавл,1
щавель,1
щабл,1
азбест,1
яскравий,1
ярлик,1
янголь,1
ял,1
якість,1
абхазь,1
абхаз,1
абстракт,1
абреві,1
біограф,1
австрі,1
австралі,1
авіа,1
аварій,1
авангард,1
авторитет,1
лял,1
лязк,1
лють,1
лютн,1
майоран,1
майн,1
майбутт,1
мазут,1
мазур,1
мазеп,1
мадрид,1
ящик,1
ячмінь,1
ячмін,1
ятір,1
яструбʼят,1
